"Name","PFS","Source","Traditions","Rarity","Traits","Cantrip","Focus","Level","Summary","Heightened?"
"<u><a href=""Spells.aspx?ID=586"">Shifting Sand</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"">Gods & Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","False","False","5","You cause the surface to heave.","True"
"<u><a href=""Spells.aspx?ID=283"">Shocking Grasp</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","5","Zap a creature with electricity.","True"
"<u><a href=""Spells.aspx?ID=587"">Shockwave</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"">Gods & Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","5","You create a wave of energy that ripples through the earth.","True"
"<u><a href=""Spells.aspx?ID=540"">Snowball</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"">World Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=27"">Cold</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=165"">Water</a></u>","False","False","5","You throw a magically propelled and chilled ball of dense snow.","True"
"<u><a href=""Spells.aspx?ID=291"">Soothe</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","5","Heal the target and bolster them against mental attacks.","True"
"<u><a href=""Spells.aspx?ID=292"">Sound Burst</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=147"">Sonic</a></u>","False","False","5","Damage and deafen creatures with a powerful din.","True"
"<u><a href=""Spells.aspx?ID=833"">Spellmaster's Ward</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"">Pathfinder Society Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>","False","True","5","You create one or more glowing protective runes that revolve around you.","False"
"<u><a href=""Spells.aspx?ID=299"">Spider Climb</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","False","False","5","Give a creature a climb Speed.","True"
"<u><a href=""Spells.aspx?ID=717"">Spike Stones</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=55"">Earth</a></u>","False","False","5","Grow sharp spikes out of the ground.","True"
"<u><a href=""Spells.aspx?ID=302"">Spirit Link</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","5","Continually transfer your health to someone else.","True"
"<u><a href=""Spells.aspx?ID=305"">Spiritual Guardian</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=75"">Force</a></u>","False","False","5","Create a magical guardian to attack at your command and take damage for your allies.","False"
"<u><a href=""Spells.aspx?ID=825"">Steal the Sky</a></u>","—","<u><a href=""Sources.aspx?ID=47"">Pathfinder #158: Sixty Feet Under</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=5"">Air</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","True","5","You deny a flying creature the support of the air.","False"
"<u><a href=""Spells.aspx?ID=719"">Strange Geometry</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=92"">Illusion</a></u>","False","False","5","Confoundingly warp spatial geometry, making passage difficult and destinations unpredictable.","False"
"<u><a href=""Spells.aspx?ID=314"">Subconscious Suggestion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=93"">Incapacitation</a></u>, <u><a href=""Traits.aspx?ID=101"">Linguistic</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","5","Plant a mental suggestion that must be followed when a trigger occurs.","False"
"<u><a href=""Spells.aspx?ID=720"">Sudden Blight</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","False","False","5","Decay living creatures and plants.","True"
"<u><a href=""Spells.aspx?ID=639"">Sudden Bolt</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=21"">Pathfinder #151: The Show Must Go On</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","5","You call down a small bolt of lightning on the target","True"
"<u><a href=""Spells.aspx?ID=316"">Summon Animal</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure an animal to fight on your behalf.","True"
"<u><a href=""Spells.aspx?ID=317"">Summon Celestial</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure a celestial to fight on your behalf.","False"
"<u><a href=""Spells.aspx?ID=318"">Summon Construct</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure a construct to fight on your behalf.","True"
"<u><a href=""Spells.aspx?ID=319"">Summon Dragon</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure a dragon to fight on your behalf.","False"
"<u><a href=""Spells.aspx?ID=320"">Summon Elemental</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure an elemental to fight on your behalf.","True"
"<u><a href=""Spells.aspx?ID=321"">Summon Entity</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure an aberration to fight on your behalf.","False"
"<u><a href=""Spells.aspx?ID=322"">Summon Fey</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure a fey to fight on your behalf.","True"
"<u><a href=""Spells.aspx?ID=323"">Summon Fiend</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure a fiend to fight on your behalf.","False"
"<u><a href=""Spells.aspx?ID=324"">Summon Giant</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure a giant to fight on your behalf.","False"
"<u><a href=""Spells.aspx?ID=325"">Summon Plant or Fungus</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>","False","False","5","Conjure a plant or fungus to fight on your behalf.","True"
"<u><a href=""Spells.aspx?ID=733"">Symphony of the Unfettered Heart</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=31"">Composition</a></u>","False","True","5","Your symphony lifts listeners from their worldly concerns.","False"
"<u><a href=""Spells.aspx?ID=327"">Synaptic Pulse</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=93"">Incapacitation</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","5","Slow creatures with a mental blast.","False"
"<u><a href=""Spells.aspx?ID=328"">Synesthesia</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","5","Rewire a creature's senses.","False"
"<u><a href=""Spells.aspx?ID=332"">Telekinetic Haul</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>","False","False","5","Move a large object.","False"
"<u><a href=""Spells.aspx?ID=335"">Telepathic Bond</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","False","False","5","Link minds with willing creatures to communicate telepathically at great distances.","False"
"<u><a href=""Spells.aspx?ID=778"">Terrain Transposition</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","Focus","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=136"">Ranger</a></u>, <u><a href=""Traits.aspx?ID=156"">Teleportation</a></u>","False","True","5","You mystically transpose your current location with another.","False"
"<u><a href=""Spells.aspx?ID=591"">Tether</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"">Gods & Magic</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=4"">Primal</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>","False","False","5","You use magical chains, vines, or other tethers to bind your target to you.","True"
"<u><a href=""Spells.aspx?ID=722"">Thoughtful Gift</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"">Advanced Player's Guide</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=156"">Teleportation</a></u>","False","False","5","Teleport an item to an ally's grasp.","True"
"<u><a href=""Spells.aspx?ID=340"">Tongues</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"">Core Rulebook</a></u>","<u><a href=""Spells.aspx?Tradition=1"">Arcane</a></u>, <u><a href=""Spells.aspx?Tradition=2"">Divine</a></u>, <u><a href=""Spells.aspx?Tradition=3"">Occult</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>","False","False","5","Let a creature understand and speak all languages.","False"
